PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米)
48.16,57.45,26.64,10.24,0.72,51.97
50.06,59.45,26.63,10.2,0.66,51.57
51.56,61.26,26.87,9.82,0.6,52.6
48.51,60.11,26.41,9.66,0.56,54.28
43.28,57.1,25.73,9.94,0.55,55.38
37.35,53.08,25.3,11.17,0.55,55.86
35.43,50.9,24.25,12.44,0.56,55.61
33.83,48.92,21.05,13.54,0.57,55.67
31.59,46.1,15.35,15.11,0.62,55.07
29.75,43.57,10.44,16.62,0.68,54.62
29.09,41.9,7.5,17.8,0.76,54.91
29.32,41.28,6.77,18.93,0.84,55
30.19,42.13,6.63,20.46,0.91,53.44
31.15,43.24,6.76,21.27,0.98,51.99
31.67,43.88,7.21,20.75,1.06,51.26
32.13,44.04,7.7,19.82,1.14,50.86
33.52,45.27,8.35,19.44,1.22,50.15
35.25,47.05,9.15,19.78,1.32,48.43
36.13,48.58,10.9,20.06,1.42,46.65
36.36,49.24,13.58,20.13,1.51,46.29
36.57,49.67,16.37,19.88,1.54,46.6
37.3,50.2,17.49,20.12,1.55,46.77
37.33,50.31,16.91,19.98,1.52,47.7
37.7,50.54,16.14,19.66,1.51,49.3
40.99,53.84,15.74,19.56,1.49,49.69
43.79,58.5,15.04,19.62,1.5,45.61
43.1,59.68,15.89,20.02,1.5,46.17
42.66,61.16,17.2,19.96,1.46,48.83
42.5,61.31,17.62,18.68,1.39,53.88
38.4,60.16,15.64,17.43,1.38,51.3
33.41,55.38,15.26,18.05,1.36,53.14
40.66,55.74,13.88,19.17,1.3,52.15
50.01,59.93,14.06,20.61,1.21,54.93
53.82,59.8,15.61,15.83,0.98,57.89
51.68,60.01,15.75,18.21,0.98,57.09
48.26,60.05,16.08,21.76,1.03,56.64
45.85,62.04,16.74,23.47,1.07,56.26
46.21,65.78,17.42,25.74,1.08,57.7
48.84,69.53,18.83,25.72,1.01,63.84
50.63,76.4,18.51,25.44,0.94,66.4
52.1,82.64,19.16,29.45,1.01,62.21
53.31,87.54,20.34,33.54,1.13,57.43
59.6,98.11,20.8,39.33,1.24,53.14
74.6,118.15,19.58,45.32,1.32,54.66
92.49,141.94,17.16,50.55,1.32,62.99
106.49,158.59,17.03,56.19,1.34,63.77
118.67,171.24,18.13,59.74,1.42,62.54
128.88,178.64,18.74,61.32,1.42,60.98
136.62,183.6,19,61.73,1.45,59.53
136.94,183.08,19.96,62.49,1.54,57.93
131.12,174.36,20.14,59.8,1.48,58.15
124.13,166.01,20.55,57.26,1.43,59.19
117.34,160.01,21.06,54.69,1.44,60.33
105.49,148.5,21.19,50.48,1.4,62.91
96.85,138.67,21.38,46.9,1.36,64.57
87.52,125.9,21.71,43.04,1.26,66.41
80.87,116.84,23.19,40.76,1.25,64.98
73.93,106.63,24.49,38.14,1.22,63.13
68.51,98.12,25.53,34.98,1.19,61.76
65.53,92.33,26.18,31.87,1.16,61.14
62.95,87.95,26.72,29.24,1.14,61.27
62.3,86.32,27.17,27.52,1.13,61.58
62.12,86.14,28.13,26.05,1.12,62.64
62.31,87.3,29.93,26.71,1.15,61.95
61.23,88.1,32.09,27.84,1.19,60.53
59.59,88.73,32.53,28.13,1.21,60.65
55.91,88.34,31.5,28.34,1.17,62.38
51.15,85.14,29.36,27.29,1.08,66.36
45.29,78.14,25.38,20.51,0.9,77.41
17.39,48.95,15.45,22.59,0.53,75.73
15.43,44.04,13.33,24.67,0.52,74.41
16.47,39.6,9.85,21.62,0.45,81.54
17.5,35.85,7.37,18.52,0.4,85.57
17,33.56,6.79,18.1,0.39,85.21
16.11,33.02,7.13,18.82,0.4,81.73
15.87,32.96,7.64,19.96,0.42,77.63
16.26,33.04,8.2,20.08,0.43,75.58
16.11,31.68,8.32,16.66,0.43,75.84
15.96,30.87,8.64,16.07,0.44,73.49
15.65,30.17,9.98,17.83,0.45,70.2
14.67,29.26,12.74,21.25,0.47,64.52
12.62,25.76,12.88,18.7,0.44,67.77
9.61,19.92,10.67,12.64,0.37,76.37
1.15,1.2,0.14,0.39,0.12,105.79
1.06,1.11,0.16,0.25,0.12,109.69
1.01,1.06,0.16,0.27,0.12,113.22
1.04,1.1,0.17,0.36,0.12,111.03
1.09,1.15,0.17,0.38,0.12,112.35
1.24,1.31,0.2,0.38,0.12,112.12
1.44,1.54,0.23,0.34,0.12,110.39
1.56,1.67,0.25,0.25,0.12,107.83
1.63,1.75,0.26,0.19,0.12,106.05
1.71,1.86,0.27,0.2,0.12,104.86
1.88,2.09,0.29,0.3,0.12,99.4
1.62,1.88,0.26,0.29,0.13,104.51
1.72,2.1,0.27,0.34,0.13,98.51
1.92,2.5,0.29,0.32,0.13,93.78
2.27,3.12,0.33,0.29,0.14,88.56
2.44,3.52,0.37,0.3,0.15,87.24
2.81,4.25,0.42,0.34,0.16,91.45
3.28,5.31,0.5,0.37,0.17,85.97
3.29,5.24,0.5,0.33,0.17,84.24
3.7,5.79,0.53,0.35,0.18,80.43
4.51,6.7,0.57,0.37,0.18,77.56
6,8.18,0.64,0.39,0.18,72.5
7.58,9.41,0.66,0.4,0.18,70.05
8.6,9.91,0.66,0.45,0.17,69.35
9.45,10.29,0.64,0.41,0.15,70.27
10.11,10.67,0.64,0.4,0.14,69.42
10.05,10.44,0.62,0.37,0.13,70.49
9.29,9.59,0.6,0.38,0.13,70.36
8.69,8.94,0.55,0.32,0.12,70.38
9.51,9.74,0.55,0.24,0.12,69.14
9.52,9.66,0.53,0.22,0.12,68.58
10.05,10.2,0.54,0.2,0.12,68.1
10.85,11,0.57,0.18,0.12,68.06
11.18,11.33,0.56,0.17,0.12,68.47
11.39,11.54,0.54,0.17,0.12,68.9
11.75,11.9,0.53,0.21,0.12,68.84
12.16,12.31,0.52,0.22,0.12,69.07
12.66,12.81,0.51,0.23,0.12,69.36
12.6,12.75,0.48,0.25,0.12,70.01
12.06,12.21,0.45,0.27,0.12,71.07
11.64,11.78,0.43,0.29,0.12,71.86
11.56,11.7,0.42,0.26,0.12,73.82
10.99,11.13,0.41,0.26,0.12,73.71
11.17,11.31,0.41,0.27,0.12,72.47
11.08,11.21,0.4,0.33,0.12,71.03
10.95,11.09,0.4,0.3,0.12,70.02
10.83,10.96,0.4,0.26,0.12,70.14
11.02,11.14,0.39,0.21,0.12,69.38
11.53,11.66,0.39,0.2,0.12,68.92
10.76,10.88,0.37,0.19,0.12,73.18
9.15,9.27,0.35,0.15,0.12,78.04
8.76,8.87,0.34,0.15,0.11,79.05
9.28,9.39,0.34,0.18,0.11,77.01
9.81,9.92,0.35,0.17,0.11,74.95
10.27,10.39,0.35,0.15,0.12,73.35
10.8,10.92,0.35,0.13,0.12,72.04
11.22,11.34,0.35,0.12,0.12,73.67
11.48,11.59,0.35,0.1,0.12,74.5
11.5,11.62,0.35,0.1,0.12,74.69
10.49,10.6,0.33,0.1,0.12,75.18
10.83,10.95,0.33,0.1,0.12,73.18
10.01,10.12,0.32,0.09,0.11,73.81
9.64,9.75,0.32,0.09,0.12,74.86
9.22,9.33,0.31,0.09,0.12,75.7
8.57,8.67,0.31,0.08,0.12,78.68
7.88,7.99,0.31,0.08,0.12,79.26
7.55,7.65,0.32,0.09,0.12,77.81
7.43,7.54,0.33,0.09,0.12,76.99
7.44,7.54,0.33,0.09,0.12,74.79
7.53,7.63,0.32,0.09,0.12,75.12
8.58,8.68,0.33,0.08,0.12,76.68
9.08,9.18,0.33,0.08,0.12,78.35
9.24,9.35,0.34,0.08,0.12,77.95
9.61,9.72,0.34,0.08,0.12,73.52
10.07,10.19,0.36,0.08,0.12,75.31
10.13,10.25,0.36,0.08,0.12,74.09
9.52,9.64,0.35,0.08,0.12,76.51
8.97,9.09,0.35,0.08,0.12,78.03
9.11,9.24,0.36,0.08,0.12,76.42
9.07,9.2,0.37,0.09,0.12,74.78
9.19,9.33,0.39,0.12,0.12,71.68
8.9,9.05,0.41,0.16,0.11,71.47
10.35,10.52,0.47,0.16,0.11,71.71
10.64,10.81,0.49,0.13,0.12,75.33
11.03,11.2,0.5,0.13,0.12,75.98
11.23,11.4,0.51,0.13,0.12,75.73
11.44,11.62,0.53,0.16,0.12,74.33
11.54,11.74,0.56,0.2,0.12,72.89
11.64,11.84,0.58,0.21,0.12,71.9
11.63,11.82,0.59,0.19,0.12,71.35
11.42,11.62,0.61,0.18,0.12,70.68
10.99,11.19,0.62,0.17,0.12,70.79
10.62,10.81,0.63,0.16,0.12,71.59
10.4,10.59,0.64,0.16,0.12,72.39
10.1,10.29,0.65,0.16,0.12,73.72
9.75,9.93,0.65,0.16,0.12,74.83
9.44,9.64,0.67,0.19,0.12,75.26
9.2,9.4,0.68,0.22,0.12,74.99
8.99,9.21,0.7,0.25,0.12,74.38
9.19,9.41,0.73,0.25,0.12,74.92
8.97,9.2,0.79,0.25,0.12,75.7
8.33,8.58,0.86,0.28,0.12,75.06
7.88,8.12,0.86,0.3,0.12,72.77
7.5,7.75,0.87,0.33,0.12,72.11
6.99,7.24,0.82,0.33,0.12,70.76
6.9,7.15,0.82,0.35,0.12,70.28
6.98,7.24,0.82,0.31,0.12,67.67
7.55,7.9,0.91,0.59,0.11,62.48
7.7,8.08,0.93,0.61,0.11,60.1
7.46,7.78,0.85,0.41,0.11,60.05
7.18,7.45,0.73,0.26,0.11,63.22
7.26,7.52,0.7,0.23,0.12,65.26
7.27,7.52,0.7,0.23,0.12,65.18
7.32,7.57,0.73,0.22,0.12,63.36
7.05,7.31,0.73,0.23,0.12,64.53
7.22,7.49,0.79,0.26,0.12,63.87
7.52,7.82,0.9,0.32,0.12,63.94
8.03,8.35,1.08,0.43,0.12,63.28
8.43,8.79,1.43,0.64,0.12,62.03
9.03,9.46,1.71,0.81,0.12,60.98
9.56,10.19,1.72,0.79,0.13,59.99
10.09,11.53,1.71,0.81,0.13,60.94
10.77,11.34,1.75,0.82,0.13,60.27
11.3,11.8,1.77,0.8,0.13,61.2
12.59,13.12,1.89,0.82,0.14,62.48
13.49,14.04,2.05,0.81,0.14,63.09
14.52,15.11,2.24,0.77,0.14,63.01
16.59,17.25,2.75,0.8,0.15,61.65
18.91,19.66,3.28,0.88,0.16,63.47
22.15,23.04,4.03,1.09,0.17,62.93
22.43,23.34,4.23,1.18,0.17,63.05
22.38,23.29,4.31,1.25,0.17,63.33
22.19,23.17,4.4,1.44,0.18,63.52
22.18,23.22,4.59,1.59,0.18,63.55
22.16,23.38,4.85,1.83,0.18,63.97
21.68,22.94,5,2.16,0.18,62.44
21.67,23.24,5.25,2.58,0.19,62.41
21.43,23.25,5.38,2.97,0.2,60.02
20.56,23.08,5.15,3.91,0.26,56.11
19.33,22.4,5.24,5.38,0.36,54.82
18.28,21.74,5.04,6.03,0.43,55.06
17.83,21.59,4.65,5.08,0.43,56.87
17.72,22.57,4.82,3.86,0.48,60.82
17.79,24.11,5.39,4.05,0.6,64.53
16.36,24.08,5.66,4.44,0.69,66.9
14.33,23.99,5.93,6.03,0.81,67.04
12.07,24.98,6.39,10.12,1.03,64.44
9.19,26.61,7.14,15.51,1.44,63.49
13.6,24.79,6.54,6.7,1,67.4
15.2,24.49,6.62,4.55,0.87,68.41
17,24.54,7,3.09,0.73,70.09
18.92,25.29,7.83,2.19,0.67,72.54
20.53,26.24,8.74,1.8,0.67,73.1
22.14,27.01,9.64,1.56,0.7,73.81
23.58,27.45,10.19,1.23,0.7,74.06
24.48,27.6,10.73,1.08,0.68,74.26
25.24,27.7,10.88,1.16,0.65,73.05
26.02,28.01,11.34,1.44,0.6,73.26
26.85,28.37,11.38,1.82,0.54,71.83
27.03,28.71,11.3,2.31,0.45,71.13
27.13,29.13,11.12,2.99,0.39,72.04
27.12,29.63,10.12,3.7,0.36,69.84
27.84,30.8,9.8,4.78,0.39,69.08
28.83,32.38,9.77,5.98,0.45,68.27
30.07,34.45,10.05,7.13,0.51,67.84
31.75,37.18,10.56,8.27,0.58,66.39
33.79,40.55,11.69,9.82,0.66,65.28
35.81,43.8,12.95,11.04,0.72,64.92
37.77,47.54,14.38,11.31,0.77,64.28
34.97,46.81,10.74,12.73,0.84,60.36
31.93,46.56,7.9,20.07,0.92,47.66
33.6,49.65,22.13,18.88,0.95,47.03
37.39,51.7,28.14,14.69,0.93,54.12
40.93,52.07,30.65,12.89,0.87,55.43
42.67,52.51,27.74,11.07,0.81,55.53
44.51,53.7,26.77,10.36,0.77,54.37
46.06,55.3,26.95,10.7,0.72,53.13
47.37,56.71,26.91,10.45,0.67,52.85
48.5,58.09,26.74,10.36,0.61,52.75
46.2,57.45,25.83,10.23,0.56,54.01
41.65,54.88,24.95,10.31,0.54,55.44
36.01,51,24.34,11.44,0.53,56.5
33.52,48.22,23.69,12.21,0.53,57.56
31.48,45.86,20.84,13.49,0.54,57.43
29.24,43.23,15.14,15.23,0.58,55.81
27.4,40.85,9.81,16.93,0.63,54.8
26.11,38.77,6.3,18.38,0.7,54.69
26.12,38.12,5.42,19.66,0.76,55.3
26.83,39.06,5.18,21.07,0.82,54.74
27.69,40.38,5.11,22.9,0.89,53.23
27.54,40.62,5.27,24.89,0.95,51.42
28.39,40.88,6.06,22.67,1.01,52.87
30.82,42.93,6.92,21.3,1.08,52.52
32.79,44.73,7.94,19.78,1.17,51.19
33.24,45.68,9.71,18.98,1.26,50.39
33.37,46.27,12.14,18.58,1.33,49.28
33.47,46.58,14.83,18.31,1.36,48.74
34.16,46.74,16.11,18.57,1.37,49.06
35.06,48.06,16.49,18.43,1.36,50.8
36.99,49.77,15.94,17.94,1.36,52.59
41.67,54.32,15.42,17.64,1.35,52.8
44.19,58.46,14.11,17.67,1.38,45.51
42.55,57.97,15.03,17.19,1.37,47.47
40.66,57.42,16.36,16.74,1.34,50.1
40.43,57.86,16.63,15.74,1.3,52.25
37.47,56.87,15.64,15,1.3,50.71
30.32,49.46,14.68,15.34,1.28,49.11
32.82,45.35,15.02,17.18,1.23,50.9
46.36,54.45,15.85,17.34,1.12,57.11
52.03,57.95,16.99,16.05,0.98,58.92
49.2,58.86,16.23,18.89,1.01,53.95
44.96,58.6,17.11,21.95,1.06,54.88
43.15,60.15,17.78,22.89,1.07,57.14
44.8,64.61,18.15,22.79,0.99,61.43
46.99,69.71,18.62,23.39,0.96,63.28
46.53,73.33,19.19,24.41,0.97,67.52
47.98,79.78,20.66,31.25,1.09,63.14
55.04,89.93,21.78,40.87,1.26,52.38
67,105.44,21.98,47.27,1.36,48.28
82.43,126.67,19.98,49.69,1.35,55.28
93.25,142.58,16.84,50.19,1.27,66.04
102.22,153.85,16.27,53.75,1.26,65.89
111.82,163.91,16.97,57.49,1.31,64.61
122.36,172.1,17.83,59.89,1.32,63.32
133.49,180.78,18.45,61.28,1.39,62.1
135.05,180.53,19.4,61.62,1.46,61.17
129.2,172.01,19.8,59.4,1.42,60.73
122.65,164.43,20.35,57.29,1.41,60.54
112.75,154.7,20.88,54.54,1.39,61.74
100.12,141.24,20.96,50.47,1.32,63.75
91.2,130.86,21.57,46.9,1.28,64.22
81.97,118.87,22.45,43.13,1.22,63.86
73.41,107.3,23.58,39.33,1.16,62.28
67.74,98.62,24.61,36.59,1.13,60.32
63.22,91.76,25.51,33.62,1.11,59.27
60.17,86.37,25.48,30,1.05,60.46
59.12,83.83,25.8,27.81,1.02,61.51
59.15,83.53,26.13,25.95,1,63.22
59.49,84.07,26.3,23.79,0.99,65.7
58.77,84.76,27.46,23.7,1.01,65.93
57.26,85.19,28.86,24.24,1.04,65.52
54.99,85.29,28.68,24.34,1.06,65.37
51.83,84.11,27.84,24.66,1.04,66.67
47.67,81.39,26.01,23.7,0.97,70
42.71,73.89,23.23,18.19,0.82,77.82
14.57,45.4,15.95,29.27,0.55,70.12
15.36,40.84,10.67,24.77,0.48,78.69
16.68,36.27,7.51,19.6,0.41,86.23
16.48,34.07,6.47,18.52,0.38,87.67
15.45,33.2,6.81,19.72,0.39,83.99
14.38,32.7,7.66,22.18,0.42,76.86
15.34,32.77,8.38,23.28,0.43,73.34
15.4,30.67,8.17,17.8,0.4,77.25
15.19,28.63,7.62,14.82,0.39,77.66
14.58,27.11,7.64,14.12,0.4,77.02
13.1,25.35,8.97,15.72,0.41,72.39
10.89,21.16,8.16,11.37,0.37,79.66
8.6,16.62,6.84,7.72,0.32,83.7
6.2,10.52,3.37,2.63,0.25,90.46
1.01,1.06,0.15,0.22,0.12,105.05
1.03,1.09,0.15,0.18,0.12,106.6
0.99,1.05,0.13,0.17,0.11,109.08
0.93,0.98,0.14,0.22,0.11,113.64
0.96,1.02,0.16,0.28,0.12,113.12
1.05,1.11,0.17,0.29,0.12,112.2
1.21,1.27,0.21,0.28,0.12,112.43
1.41,1.52,0.24,0.27,0.12,108.86
1.54,1.66,0.26,0.26,0.12,106.86
1.68,1.82,0.28,0.23,0.12,103.33
1.81,2.01,0.28,0.27,0.12,102.72
2.08,2.43,0.32,0.36,0.13,95.69
1.89,2.38,0.3,0.37,0.14,98.05
2,2.78,0.3,0.31,0.14,96.93
2.12,3.2,0.32,0.33,0.14,91.55
2.27,3.59,0.36,0.37,0.15,88.45
2.62,4.28,0.42,0.43,0.16,88.56
3.19,5.48,0.51,0.49,0.17,89.59
3.68,6.69,0.6,0.51,0.18,85.02
4.05,7.17,0.63,0.55,0.19,80.41
4.91,8.42,0.71,0.7,0.21,75.03
6.63,10.48,0.82,0.83,0.23,71.84
9.05,12.97,0.89,0.79,0.23,68.47
10.9,14.27,0.87,0.74,0.22,66.23
12.2,14.69,0.82,0.73,0.2,65.43
13.14,14.78,0.77,0.54,0.18,65.25
13.34,14.33,0.73,0.45,0.16,65.73
13.27,13.87,0.71,0.42,0.14,66.37
12.68,13.09,0.68,0.45,0.13,66.51
11.38,11.72,0.65,0.42,0.13,66.89
11.42,11.71,0.63,0.32,0.12,66.3
12.06,12.21,0.61,0.26,0.12,65.26
13.13,13.28,0.61,0.24,0.12,64.18
13.69,13.85,0.62,0.22,0.12,64.19
13.95,14.11,0.61,0.21,0.12,64.88
13.87,14.03,0.6,0.2,0.12,66.17
13.98,14.14,0.59,0.24,0.12,66.69
14.23,14.39,0.57,0.25,0.12,67.13
14.71,14.87,0.56,0.25,0.12,67.42
15.15,15.3,0.53,0.25,0.12,67.22
14.89,15.04,0.5,0.26,0.12,67.97
14.47,14.62,0.48,0.28,0.12,68.92
14.25,14.4,0.45,0.25,0.12,71.16
14.59,14.73,0.45,0.25,0.12,70.13
14.59,14.74,0.43,0.26,0.12,70.89
14.51,14.65,0.43,0.33,0.12,70.16
14.47,14.61,0.41,0.31,0.12,70.41
14.41,14.54,0.41,0.29,0.12,68.64
14.52,14.66,0.41,0.29,0.12,67.44
14.26,14.4,0.41,0.27,0.12,67.17
13.22,13.34,0.39,0.26,0.12,69.35
12.56,12.69,0.37,0.25,0.11,69.49
12.33,12.45,0.37,0.24,0.11,69.69
12.3,12.43,0.37,0.23,0.11,69.79
12.11,12.23,0.37,0.19,0.11,70.15
12.13,12.25,0.37,0.16,0.12,70.2
12.39,12.52,0.37,0.14,0.12,70.8
11.7,11.82,0.35,0.12,0.12,73.45
12.34,12.46,0.36,0.11,0.12,71.8
12.52,12.64,0.35,0.11,0.12,69.97
12.6,12.72,0.34,0.11,0.12,68.86
12.44,12.56,0.34,0.11,0.12,70.33
10.54,10.65,0.31,0.1,0.12,74.03
10.27,10.38,0.31,0.09,0.12,72.43
9.68,9.79,0.31,0.09,0.12,72.62
8.87,8.97,0.31,0.09,0.12,74.41
8.09,8.19,0.3,0.08,0.12,75.81
7.82,7.93,0.31,0.09,0.12,75.51
7.74,7.84,0.32,0.09,0.12,74.21
7.94,8.04,0.33,0.09,0.12,73.16
8.61,8.72,0.33,0.09,0.12,75
9.06,9.17,0.34,0.08,0.12,77.41
9.28,9.39,0.34,0.08,0.12,77.29
9.43,9.54,0.34,0.08,0.12,75.73
9.99,10.1,0.35,0.08,0.12,74.09
10.77,10.89,0.37,0.08,0.12,72.61
10.67,10.8,0.36,0.08,0.12,74.34
11.31,11.44,0.38,0.08,0.12,74.43
11.03,11.16,0.38,0.08,0.12,76.36
10.49,10.62,0.38,0.09,0.12,76.05
10.45,10.57,0.39,0.1,0.12,72.15
10.69,10.84,0.41,0.13,0.12,70.28
11.46,11.62,0.46,0.17,0.11,72.72
11.55,11.73,0.49,0.18,0.11,74.93
11.79,11.97,0.51,0.16,0.12,75.68
11.96,12.14,0.52,0.17,0.12,76.06
12.04,12.22,0.53,0.18,0.12,75.2
12.11,12.31,0.55,0.2,0.12,74.26
12.13,12.33,0.57,0.24,0.12,72.77
12.05,12.26,0.59,0.24,0.12,71.66
11.89,12.09,0.61,0.22,0.12,71.01
11.58,11.78,0.63,0.21,0.12,70.26
11.06,11.25,0.64,0.19,0.12,70.83
10.7,10.89,0.64,0.18,0.12,72.05
10.44,10.63,0.65,0.17,0.12,72.71
10.07,10.26,0.65,0.16,0.12,74.45
9.69,9.88,0.65,0.16,0.12,75.46
9.4,9.6,0.67,0.19,0.12,75.68
9.15,9.37,0.69,0.22,0.12,75.36
8.93,9.15,0.71,0.26,0.12,75.23
9.33,9.55,0.75,0.26,0.12,76.17
9.02,9.25,0.82,0.25,0.12,76.57
8.2,8.44,0.89,0.28,0.12,75.2
7.83,8.07,0.89,0.31,0.12,73.35
7.51,7.76,0.88,0.33,0.12,71.74
6.85,7.09,0.81,0.31,0.12,70.74
6.74,6.98,0.81,0.36,0.12,69.99
6.93,7.19,0.83,0.3,0.12,66.65
7.21,7.52,0.89,0.44,0.11,63.21
7.22,7.55,0.9,0.45,0.11,60.82
7.06,7.37,0.86,0.35,0.11,60.95
6.93,7.22,0.81,0.28,0.11,61.05
7,7.27,0.78,0.24,0.12,62.14
7.09,7.36,0.77,0.24,0.12,62.05
6.92,7.19,0.77,0.22,0.12,63.03
6.91,7.19,0.8,0.22,0.12,63.02
7.15,7.44,0.84,0.24,0.12,61.97
7.44,7.76,0.89,0.29,0.12,62.36
8.21,8.56,1.09,0.38,0.12,60.32
9.09,9.59,1.46,0.57,0.13,59.69
10.13,11.02,1.67,0.66,0.13,60.68
10.76,12.83,1.8,0.73,0.13,62.65
10.88,12.76,1.84,0.79,0.13,62.24
11.25,11.94,1.83,0.79,0.13,60.86
11.77,12.35,1.86,0.83,0.13,61.89
12.88,13.46,2.02,0.88,0.14,62.04
13.61,14.19,2.15,0.88,0.14,63.32
14.41,15.01,2.26,0.85,0.15,63.16
16.24,16.9,2.61,0.86,0.15,62.13
18.48,19.22,3.03,0.97,0.16,61.75
19.71,20.51,3.34,1.07,0.16,61.53
19.81,20.61,3.47,1.13,0.16,62.37
19.76,20.64,3.59,1.28,0.17,62.96
19.53,20.55,3.71,1.46,0.17,63.84
19.32,20.45,3.8,1.59,0.17,64.31
19.32,20.58,4.04,1.74,0.17,65.18
19.5,20.83,4.24,2.11,0.18,61.61
19.39,21.03,4.51,2.88,0.19,61.93
18.25,20.16,4.48,3.69,0.2,58.01
17.54,19.86,4.58,4.47,0.25,57.74
17.21,19.78,4.79,4.99,0.31,58.32
16.96,19.78,4.5,5.22,0.36,57.77
16.85,19.97,4.24,4.78,0.37,58.29
16.65,20.7,4.39,3.68,0.41,62.05
16.44,21.79,4.85,3.39,0.48,65.98
15.69,22.23,5.2,3.7,0.55,68.5
14.63,22.98,5.41,5.26,0.63,68.6
12.09,24.51,6,11.05,0.8,63.84
8.71,25.59,6.63,16.1,1.12,62.62
13.31,24.06,6.23,6.46,0.89,67.41
15.29,23.63,6.22,4.09,0.78,67.1
17.19,23.71,6.62,2.63,0.67,68.62
19.08,24.78,7.59,2.02,0.66,72.11
20.63,26.17,8.53,2.26,0.73,71.59
22.23,27.19,9.67,2.15,0.77,72.41
23.75,27.56,10.26,1.29,0.7,73.09
24.55,27.65,10.93,1.17,0.67,73.55
25.25,27.7,11.22,1.28,0.63,73.2
26.04,28.01,11.35,1.58,0.57,71.65
27,28.49,11.77,2.11,0.49,71.43
27.22,28.91,11.88,2.82,0.41,70.33
27.23,29.26,11.62,3.65,0.36,70.73
26.98,29.48,10.5,4.39,0.34,68.74
27.26,30.1,10.04,5.35,0.37,67.99
27.65,30.87,9.83,6.27,0.42,67
28.26,32.04,9.91,7.32,0.47,66.02
29.56,34.15,10.27,8.33,0.54,64.87
32.52,38.62,12.28,9.44,0.63,64.49
35.08,42.61,14.8,10.37,0.71,64.31
37.68,47.1,18.9,11.16,0.76,63.59
36.29,47.5,21.33,12.19,0.8,62.53
34.08,47.75,23.73,14.82,0.86,57.72
34.29,50.08,29.62,17.58,0.92,50.85
37.07,51.71,31.66,15.41,0.92,54.28
39.81,51.76,31.36,13.92,0.88,56.02
42.02,51.91,27.74,11.7,0.82,56.04
43.29,52.54,26.48,11.17,0.78,54.44
44.18,53.51,26.83,11.67,0.74,53.04
45.37,54.84,27,11.42,0.68,53.12
46.1,55.85,26.78,11.16,0.62,52.74
43.91,55.05,25.54,10.81,0.56,54.09
39.7,52.58,24.3,10.78,0.53,55.71
34.31,48.65,23.29,11.29,0.51,57.33
31.8,45.9,22.85,11.92,0.51,58.45
29.82,43.59,20.69,13.29,0.52,58.53
27.4,40.93,15.69,14.87,0.54,57.32
25.25,38.61,10.67,17.32,0.59,55.83
23.11,36.1,6.61,18.22,0.64,56.02
23.01,35.31,5.07,18.62,0.69,56.41
23.65,36.33,4.55,20.38,0.74,55.82
23.76,37.09,4.45,22.01,0.79,55.83
23.41,37.49,4.39,24.49,0.85,54.28
25.27,38.89,4.79,23.91,0.91,54.59
28.16,41.58,5.51,23.18,0.97,53.57
29.73,42.97,6.76,21.29,1.05,53
30.37,43.82,8.92,19.18,1.13,53.16
31.61,45.08,11.51,18.42,1.18,52.07
32.04,45.3,14.22,17.72,1.19,51.83
31.66,44.33,15.2,17.44,1.19,52.2
32.95,45.98,15.83,16.38,1.2,54.82
36.29,49.13,15.51,15.92,1.23,55.43
41.18,54.19,14.81,15.6,1.22,54.65
44.98,58.64,14.19,15.95,1.24,48.68
44.37,58.18,14.96,15.31,1.22,49.76
43.34,57.01,15.97,14.05,1.19,51.4
43.15,56.81,16.4,13.32,1.17,53.45
42.35,55.81,15.67,13.04,1.15,51.63
36.89,47.98,15.08,13.54,1.12,49.96
29.51,38.72,16.15,18.47,1.18,49.78
37.03,45.47,16.94,18.6,1.14,54.92
47.69,54.03,17.96,17.22,1,58.54
48.36,57.26,17.51,19.2,0.99,55.87
44.56,56.71,18.08,21.15,1.01,57.05
42.26,57.53,18.42,21.22,0.99,61.27
43.78,62.34,18.77,21,0.93,65.55
45.58,67.79,18.54,21.9,0.92,67.31
47.31,73.64,18.54,23.88,0.95,69.53
51.4,83.78,19.4,32,1.05,68.28
60.67,97.32,19.91,41.84,1.17,63.45
72.19,112.76,19.9,47.98,1.23,60.73
84.17,128.56,18.52,49.14,1.2,64.79
91.82,139.34,15.86,49.28,1.13,67.82
96.6,146.22,15.33,50.96,1.13,67.07
103.37,153.99,15.78,53.77,1.17,65.56
111.98,161.54,16.63,56.36,1.19,65.21
124.58,172.33,17.48,58.85,1.29,64.9
128.74,174.38,18.66,59.52,1.36,63.97
124.26,167.62,19.6,58.06,1.35,62.81
117.77,160.29,20.5,56.57,1.37,61.65
108.04,150.27,21.13,54.02,1.35,61.3
94.85,134.78,21.11,49.01,1.24,62.72
84.72,123.46,22.1,45.43,1.21,61.9
75.33,111.98,23.39,42.36,1.16,59.55
66.1,99.15,24.02,38.32,1.08,58.24
60.62,91.21,24.62,35.23,1.04,57.31
55.92,84.99,24.99,32.18,0.99,57.34
54.3,80.86,24.39,28.37,0.92,60.08
54.13,79.44,24.4,26.56,0.9,61.73
54.09,79.72,24.43,24.69,0.88,63.88
55.23,80.8,24.31,22.22,0.86,67.4
